z_cm,pb_n2n,nXt
9.65000000e+00,3.32779577e-03,2.38801978e-03
9.75000000e+00,3.28498738e-03,2.39028973e-03
9.85000000e+00,3.26215314e-03,2.38821589e-03
9.95000000e+00,3.23180511e-03,2.38500076e-03
1.00500000e+01,3.21746083e-03,2.38322501e-03
1.01500000e+01,3.19799311e-03,2.38435741e-03
1.02500000e+01,3.16569640e-03,2.37802818e-03
1.03500000e+01,3.14151545e-03,2.38449727e-03
1.04500000e+01,3.11058989e-03,2.37244106e-03
1.05500000e+01,3.09158580e-03,2.36722673e-03
1.06500000e+01,3.07132211e-03,2.36354337e-03
1.07500000e+01,3.04984622e-03,2.36185479e-03
1.08500000e+01,3.03874008e-03,2.36623446e-03
1.09500000e+01,3.02399508e-03,2.36223453e-03
1.10500000e+01,2.98897233e-03,2.36652669e-03
1.11500000e+01,2.98000211e-03,2.37110382e-03
1.12500000e+01,2.94242153e-03,2.36446716e-03
1.13500000e+01,2.91070176e-03,2.36447898e-03
1.14500000e+01,2.88938982e-03,2.35729188e-03
1.15500000e+01,2.87471068e-03,2.34854963e-03
1.16500000e+01,2.86033417e-03,2.33416362e-03
1.17500000e+01,2.85222896e-03,2.32989776e-03
1.18500000e+01,2.82453049e-03,2.33583512e-03
1.19500000e+01,2.79783554e-03,2.33706604e-03
1.20500000e+01,2.78336621e-03,2.34762548e-03
1.21500000e+01,2.75145599e-03,2.34111147e-03
1.22500000e+01,2.72965353e-03,2.34343353e-03
1.23500000e+01,2.70676465e-03,2.33531240e-03
1.24500000e+01,2.69703716e-03,2.32878934e-03
1.25500000e+01,2.66661391e-03,2.32660437e-03
1.26500000e+01,2.63663523e-03,2.32145291e-03
1.27500000e+01,2.61212579e-03,2.32820548e-03
1.28500000e+01,2.62953134e-03,2.32949761e-03
1.29500000e+01,2.57429932e-03,2.31751686e-03
1.30500000e+01,2.54265096e-03,2.31548779e-03
1.31500000e+01,2.51259673e-03,2.31410565e-03
1.32500000e+01,2.49728303e-03,2.31282737e-03
1.33500000e+01,2.48389153e-03,2.31951688e-03
1.34500000e+01,2.46799668e-03,2.31504404e-03
1.35500000e+01,2.44796640e-03,2.30418244e-03
1.36500000e+01,2.43738404e-03,2.30232207e-03
1.37500000e+01,2.38672215e-03,2.30340793e-03
1.38500000e+01,2.37453832e-03,2.29518595e-03
1.39500000e+01,2.36076321e-03,2.29233507e-03
1.40500000e+01,2.32122970e-03,2.28977168e-03
1.41500000e+01,2.31148955e-03,2.28906809e-03
1.42500000e+01,2.31955420e-03,2.28908944e-03
1.43500000e+01,2.30075422e-03,2.29074741e-03
1.44500000e+01,2.26037494e-03,2.28205966e-03
1.45500000e+01,2.25054992e-03,2.27703655e-03
1.46500000e+01,2.22937724e-03,2.27623895e-03
1.47500000e+01,2.20955518e-03,2.26994114e-03
1.48500000e+01,2.20186430e-03,2.27514285e-03
1.49500000e+01,2.16708101e-03,2.27282823e-03
1.50500000e+01,2.14361696e-03,2.27425638e-03
1.51500000e+01,2.12820933e-03,2.26531583e-03
1.52500000e+01,2.12792568e-03,2.26406992e-03
1.53500000e+01,2.11759935e-03,2.25986163e-03
1.54500000e+01,2.10168408e-03,2.26341997e-03
1.55500000e+01,2.06587889e-03,2.25199551e-03
1.56500000e+01,2.04430153e-03,2.25311193e-03
1.57500000e+01,2.01880547e-03,2.25259440e-03
1.58500000e+01,2.00398428e-03,2.25300585e-03
1.59500000e+01,1.98449998e-03,2.24252304e-03
1.60500000e+01,1.96403251e-03,2.24260603e-03
1.61500000e+01,1.95227520e-03,2.24916655e-03
1.62500000e+01,1.94332112e-03,2.24134995e-03
1.63500000e+01,1.92109450e-03,2.23402298e-03
1.64500000e+01,1.90646588e-03,2.23536403e-03
1.65500000e+01,1.89031394e-03,2.22811462e-03
1.66500000e+01,1.86972268e-03,2.22322013e-03
1.67500000e+01,1.85855001e-03,2.22527257e-03
1.68500000e+01,1.84174648e-03,2.23056195e-03
1.69500000e+01,1.82588329e-03,2.22741965e-03
1.70500000e+01,1.79468591e-03,2.22465314e-03
1.71500000e+01,1.77642920e-03,2.22202389e-03
1.72500000e+01,1.76214927e-03,2.21678853e-03
1.73500000e+01,1.76003471e-03,2.21082261e-03
1.74500000e+01,1.74909430e-03,2.20764450e-03
1.75500000e+01,1.73773974e-03,2.20780319e-03
1.76500000e+01,1.72231117e-03,2.20488584e-03
1.77500000e+01,1.70695033e-03,2.19805531e-03
1.78500000e+01,1.70006559e-03,2.19294591e-03
1.79500000e+01,1.66358314e-03,2.19544165e-03
1.80500000e+01,1.64786313e-03,2.20367212e-03
1.81500000e+01,1.64838016e-03,2.20140448e-03
1.82500000e+01,1.63902508e-03,2.19673955e-03
1.83500000e+01,1.61158336e-03,2.18952424e-03
1.84500000e+01,1.59261570e-03,2.18765060e-03
1.85500000e+01,1.60491425e-03,2.18431426e-03
1.86500000e+01,1.57692724e-03,2.17246743e-03
1.87500000e+01,1.58025115e-03,2.17790249e-03
1.88500000e+01,1.55277369e-03,2.16773957e-03
1.89500000e+01,1.53292212e-03,2.16670729e-03
1.90500000e+01,1.52017938e-03,2.17023418e-03
1.91500000e+01,1.51399739e-03,2.16056260e-03
1.92500000e+01,1.50289751e-03,2.15819719e-03
1.93500000e+01,1.50334766e-03,2.15425509e-03
1.94500000e+01,1.48003115e-03,2.15199233e-03
1.95500000e+01,1.46676293e-03,2.14802301e-03
1.96500000e+01,1.45841979e-03,2.15047688e-03
1.97500000e+01,1.44172255e-03,2.14885463e-03
1.98500000e+01,1.42308258e-03,2.13841409e-03
1.99500000e+01,1.40675184e-03,2.13103550e-03
2.00500000e+01,1.39915755e-03,2.12698823e-03
2.01500000e+01,1.38220812e-03,2.12553583e-03
2.02500000e+01,1.39090128e-03,2.12971764e-03
2.03500000e+01,1.39243703e-03,2.13340576e-03
2.04500000e+01,1.37160806e-03,2.12577628e-03
2.05500000e+01,1.33736044e-03,2.12817318e-03
2.06500000e+01,1.32985975e-03,2.12342836e-03
2.07500000e+01,1.32088379e-03,2.11593649e-03
2.08500000e+01,1.31024930e-03,2.11294946e-03
2.09500000e+01,1.30915348e-03,2.11888480e-03
2.10500000e+01,1.29748173e-03,2.11016910e-03
2.11500000e+01,1.28196104e-03,2.11240303e-03
2.12500000e+01,1.27119871e-03,2.10285260e-03
2.13500000e+01,1.25672667e-03,2.10358860e-03
2.14500000e+01,1.24137584e-03,2.10563266e-03
2.15500000e+01,1.22479547e-03,2.09774108e-03
2.16500000e+01,1.21710923e-03,2.10321494e-03
2.17500000e+01,1.20156293e-03,2.10475103e-03
2.18500000e+01,1.20608272e-03,2.09182898e-03
2.19500000e+01,1.18902770e-03,2.08584923e-03
2.20500000e+01,1.17804867e-03,2.08474656e-03
2.21500000e+01,1.16785338e-03,2.08129501e-03
2.22500000e+01,1.15260752e-03,2.08534345e-03
2.23500000e+01,1.15330569e-03,2.08918967e-03
2.24500000e+01,1.14280369e-03,2.07525977e-03
2.25500000e+01,1.13228939e-03,2.06806988e-03
2.26500000e+01,1.11430689e-03,2.06911900e-03
2.27500000e+01,1.11228635e-03,2.06916843e-03
2.28500000e+01,1.08632318e-03,2.06688515e-03
2.29500000e+01,1.07706403e-03,2.06937784e-03
2.30500000e+01,1.06920828e-03,2.06579805e-03
2.31500000e+01,1.06681414e-03,2.06129123e-03
2.32500000e+01,1.05560636e-03,2.06078933e-03
2.33500000e+01,1.05719691e-03,2.05902627e-03
2.34500000e+01,1.03583743e-03,2.04832335e-03
2.35500000e+01,1.02522461e-03,2.04752731e-03
2.36500000e+01,1.01952018e-03,2.04364051e-03
2.37500000e+01,1.02953104e-03,2.03829755e-03
2.38500000e+01,1.00398894e-03,2.04022339e-03
2.39500000e+01,9.94099498e-04,2.03586769e-03
2.40500000e+01,9.91167014e-04,2.03576542e-03
2.41500000e+01,9.76733515e-04,2.03785460e-03
2.42500000e+01,9.63752592e-04,2.03755022e-03
2.43500000e+01,9.63895056e-04,2.03522250e-03
2.44500000e+01,9.53559073e-04,2.03708336e-03
2.45500000e+01,9.43062484e-04,2.03157631e-03
2.46500000e+01,9.32613383e-04,2.03786802e-03
2.47500000e+01,9.31979786e-04,2.02131508e-03
2.48500000e+01,9.19417530e-04,2.02364895e-03
2.49500000e+01,9.03986480e-04,2.01895033e-03
2.50500000e+01,9.00318813e-04,2.01899874e-03
2.51500000e+01,8.90091861e-04,2.02143094e-03
2.52500000e+01,8.93829111e-04,2.01969797e-03
2.53500000e+01,8.74981315e-04,2.01469491e-03
2.54500000e+01,8.70502332e-04,2.01075717e-03
2.55500000e+01,8.64380006e-04,2.01001613e-03
2.56500000e+01,8.56782642e-04,2.00773566e-03
2.57500000e+01,8.48100750e-04,1.99805647e-03
2.58500000e+01,8.35955895e-04,1.99546982e-03
2.59500000e+01,8.26591393e-04,1.99942690e-03
2.60500000e+01,8.18500359e-04,1.99756327e-03
2.61500000e+01,8.32397053e-04,1.99404169e-03
2.62500000e+01,8.15661288e-04,1.98006196e-03
2.63500000e+01,8.01963148e-04,1.97634766e-03
2.64500000e+01,7.94179613e-04,1.97736479e-03
2.65500000e+01,7.97019636e-04,1.97788150e-03
2.66500000e+01,7.79772991e-04,1.96942047e-03
2.67500000e+01,7.71315454e-04,1.97077283e-03
2.68500000e+01,7.69816254e-04,1.96241142e-03
2.69500000e+01,7.66884005e-04,1.96120862e-03
2.70500000e+01,7.51426871e-04,1.96169346e-03
2.71500000e+01,7.41340550e-04,1.95876387e-03
2.72500000e+01,7.35801097e-04,1.96188182e-03
2.73500000e+01,7.29862975e-04,1.95979276e-03
2.74500000e+01,7.22712079e-04,1.96284262e-03
2.75500000e+01,7.19879888e-04,1.95296408e-03
2.76500000e+01,7.09300978e-04,1.95039156e-03
2.77500000e+01,7.06781981e-04,1.94905769e-03
2.78500000e+01,6.95347483e-04,1.94711279e-03
2.79500000e+01,6.87281427e-04,1.94504424e-03
2.80500000e+01,6.82989839e-04,1.93303329e-03
2.81500000e+01,6.81861288e-04,1.92667073e-03
2.82500000e+01,6.72212003e-04,1.91850959e-03
2.83500000e+01,6.68205181e-04,1.91730135e-03
2.84500000e+01,6.68615305e-04,1.91284151e-03
2.85500000e+01,6.61728676e-04,1.92219188e-03
2.86500000e+01,6.50120903e-04,1.91958162e-03
2.87500000e+01,6.43171024e-04,1.91087412e-03
2.88500000e+01,6.49725016e-04,1.91052155e-03
2.89500000e+01,6.30372606e-04,1.90689776e-03
2.90500000e+01,6.20154758e-04,1.90211964e-03
2.91500000e+01,6.15106280e-04,1.90329780e-03
2.92500000e+01,6.17696026e-04,1.90638493e-03
2.93500000e+01,6.14885209e-04,1.90150110e-03
2.94500000e+01,6.12251821e-04,1.89755862e-03
2.95500000e+01,6.01696965e-04,1.90139214e-03
2.96500000e+01,5.88721910e-04,1.88796610e-03
2.97500000e+01,5.86088567e-04,1.88577995e-03
2.98500000e+01,5.84859263e-04,1.88107304e-03
2.99500000e+01,5.72012498e-04,1.87961439e-03
3.00500000e+01,5.67434695e-04,1.87667476e-03
3.01500000e+01,5.61508754e-04,1.87288951e-03
3.02500000e+01,5.60098685e-04,1.87329660e-03
3.03500000e+01,5.61997824e-04,1.86601358e-03
3.04500000e+01,5.59727521e-04,1.86945197e-03
3.05500000e+01,5.64108596e-04,1.86346975e-03
3.06500000e+01,5.63215397e-04,1.86720701e-03
3.07500000e+01,5.47361262e-04,1.86089777e-03
3.08500000e+01,5.42577188e-04,1.86087592e-03
3.09500000e+01,5.36975664e-04,1.85433019e-03
3.10500000e+01,5.30564586e-04,1.85050861e-03
3.11500000e+01,5.37282341e-04,1.85252310e-03
3.12500000e+01,5.27971643e-04,1.84983423e-03
3.13500000e+01,5.18522434e-04,1.84626432e-03
3.14500000e+01,5.20036943e-04,1.84160901e-03
3.15500000e+01,5.08278079e-04,1.84346936e-03
3.16500000e+01,5.07224442e-04,1.84507536e-03
3.17500000e+01,5.00499621e-04,1.84342821e-03
3.18500000e+01,4.95784066e-04,1.83965855e-03
3.19500000e+01,4.90495269e-04,1.82974646e-03
3.20500000e+01,4.85651047e-04,1.82972828e-03
3.21500000e+01,4.84809134e-04,1.82518355e-03
3.22500000e+01,4.81237218e-04,1.82061690e-03
3.23500000e+01,4.79928797e-04,1.81415587e-03
3.24500000e+01,4.76577649e-04,1.82049690e-03
3.25500000e+01,4.70740272e-04,1.81701941e-03
3.26500000e+01,4.70049425e-04,1.81466516e-03
3.27500000e+01,4.65179037e-04,1.81552363e-03
3.28500000e+01,4.68091678e-04,1.81482041e-03
3.29500000e+01,4.54783584e-04,1.80868232e-03
3.30500000e+01,4.45686343e-04,1.80784234e-03
3.31500000e+01,4.46589418e-04,1.80261365e-03
3.32500000e+01,4.39056761e-04,1.80114427e-03
3.33500000e+01,4.36464634e-04,1.80250726e-03
3.34500000e+01,4.33811448e-04,1.79612552e-03
3.35500000e+01,4.25448112e-04,1.79636770e-03
3.36500000e+01,4.19893258e-04,1.79419924e-03
3.37500000e+01,4.20004296e-04,1.79198129e-03
3.38500000e+01,4.10951556e-04,1.78529565e-03
3.39500000e+01,4.08660923e-04,1.78742399e-03
3.40500000e+01,4.04508449e-04,1.78923448e-03
3.41500000e+01,4.05726108e-04,1.78302120e-03
3.42500000e+01,4.00724392e-04,1.78036653e-03
3.43500000e+01,4.02037321e-04,1.77813686e-03
3.44500000e+01,3.94485108e-04,1.77185976e-03
3.45500000e+01,3.88095270e-04,1.77089369e-03
3.46500000e+01,3.80182822e-04,1.76374680e-03
3.47500000e+01,3.75534061e-04,1.76266439e-03
3.48500000e+01,3.71794662e-04,1.75499224e-03
3.49500000e+01,3.66932782e-04,1.75001531e-03
3.50500000e+01,3.75409103e-04,1.75657895e-03
3.51500000e+01,3.62488508e-04,1.76004900e-03
3.52500000e+01,3.61120654e-04,1.75297407e-03
3.53500000e+01,3.57636097e-04,1.75294948e-03
3.54500000e+01,3.53641408e-04,1.74424360e-03
3.55500000e+01,3.52068318e-04,1.74043676e-03
3.56500000e+01,3.49029805e-04,1.73918360e-03
3.57500000e+01,3.46170349e-04,1.73826408e-03
3.58500000e+01,3.42720732e-04,1.72944610e-03
3.59500000e+01,3.39262978e-04,1.73133512e-03
3.60500000e+01,3.36439338e-04,1.71810339e-03
3.61500000e+01,3.33772418e-04,1.72041138e-03
3.62500000e+01,3.30107901e-04,1.72260604e-03
3.63500000e+01,3.36386364e-04,1.71924738e-03
3.64500000e+01,3.26767054e-04,1.71078118e-03
3.65500000e+01,3.20402148e-04,1.71059522e-03
3.66500000e+01,3.16615012e-04,1.71368150e-03
3.67500000e+01,3.13960640e-04,1.70632782e-03
3.68500000e+01,3.13862621e-04,1.70303227e-03
3.69500000e+01,3.22827855e-04,1.70577597e-03
3.70500000e+01,3.09373984e-04,1.70103189e-03
3.71500000e+01,3.07877008e-04,1.69301227e-03
3.72500000e+01,3.06330899e-04,1.68876772e-03
3.73500000e+01,3.06284358e-04,1.68835281e-03
3.74500000e+01,3.01178435e-04,1.68720596e-03
3.75500000e+01,2.99637724e-04,1.68654211e-03
3.76500000e+01,2.96483280e-04,1.68174190e-03
3.77500000e+01,2.94673274e-04,1.67665592e-03
3.78500000e+01,2.93906834e-04,1.67573783e-03
3.79500000e+01,2.90396467e-04,1.67768110e-03
3.80500000e+01,2.86278148e-04,1.67613535e-03
3.81500000e+01,2.83135724e-04,1.67405746e-03
3.82500000e+01,2.92376684e-04,1.67190187e-03
3.83500000e+01,2.76748405e-04,1.66370912e-03
3.84500000e+01,2.74722866e-04,1.65897494e-03
3.85500000e+01,2.73806702e-04,1.66324367e-03
3.86500000e+01,2.72068354e-04,1.65512433e-03
3.87500000e+01,2.70146274e-04,1.65090902e-03
3.88500000e+01,2.69796980e-04,1.65058902e-03
3.89500000e+01,2.65439495e-04,1.65069429e-03
3.90500000e+01,2.62347040e-04,1.65060960e-03
3.91500000e+01,2.59799451e-04,1.64915358e-03
3.92500000e+01,2.56554921e-04,1.65165401e-03
3.93500000e+01,2.52798788e-04,1.64524137e-03
3.94500000e+01,2.49546224e-04,1.64611236e-03
3.95500000e+01,2.48193747e-04,1.63953987e-03
3.96500000e+01,2.47401551e-04,1.63113955e-03
3.97500000e+01,2.46341435e-04,1.63378519e-03
3.98500000e+01,2.43205000e-04,1.63179714e-03
3.99500000e+01,2.39370131e-04,1.62551258e-03
4.00500000e+01,2.36414074e-04,1.62263668e-03
4.01500000e+01,2.34302434e-04,1.62044776e-03
4.02500000e+01,2.33143403e-04,1.62335129e-03
4.03500000e+01,2.31364131e-04,1.61846973e-03
4.04500000e+01,2.29165499e-04,1.61696059e-03
4.05500000e+01,2.28064748e-04,1.62367021e-03
4.06500000e+01,2.33409002e-04,1.61902562e-03
4.07500000e+01,2.22499161e-04,1.61766575e-03
4.08500000e+01,2.22692352e-04,1.61451883e-03
4.09500000e+01,2.20254412e-04,1.60875335e-03
4.10500000e+01,2.18036190e-04,1.60484970e-03
4.11500000e+01,2.14687611e-04,1.60671164e-03
4.12500000e+01,2.12683073e-04,1.60145404e-03
4.13500000e+01,2.12329260e-04,1.59889977e-03
4.14500000e+01,2.10425590e-04,1.59398172e-03
4.15500000e+01,2.07707681e-04,1.58925086e-03
4.16500000e+01,2.02533718e-04,1.58518322e-03
4.17500000e+01,2.03814041e-04,1.59539623e-03
4.18500000e+01,2.03380000e-04,1.59155732e-03
4.19500000e+01,1.97103220e-04,1.58671231e-03
4.20500000e+01,1.93683184e-04,1.58189150e-03
4.21500000e+01,1.89472080e-04,1.57899160e-03
4.22500000e+01,1.87691541e-04,1.57690798e-03
4.23500000e+01,1.85769070e-04,1.57568197e-03
4.24500000e+01,1.82394754e-04,1.57687197e-03
4.25500000e+01,1.80560775e-04,1.57119351e-03
4.26500000e+01,1.77210439e-04,1.56053956e-03
4.27500000e+01,1.74756415e-04,1.56450759e-03
4.28500000e+01,1.73222445e-04,1.56541876e-03
4.29500000e+01,1.71808106e-04,1.55889446e-03
4.30500000e+01,1.72278092e-04,1.55769471e-03
4.31500000e+01,1.68895084e-04,1.55059602e-03
4.32500000e+01,1.65938901e-04,1.55025728e-03
4.33500000e+01,1.71565726e-04,1.55049149e-03
4.34500000e+01,1.65759674e-04,1.55244196e-03
4.35500000e+01,1.60269540e-04,1.54810458e-03
4.36500000e+01,1.58463414e-04,1.55095717e-03
4.37500000e+01,1.56640173e-04,1.54788216e-03
4.38500000e+01,1.55266477e-04,1.54855563e-03
4.39500000e+01,1.53630511e-04,1.54419928e-03
4.40500000e+01,1.50874879e-04,1.53591087e-03
4.41500000e+01,1.47466544e-04,1.53075996e-03
4.42500000e+01,1.47188084e-04,1.51947289e-03
4.43500000e+01,1.46904835e-04,1.52066229e-03
4.44500000e+01,1.47061500e-04,1.52305048e-03
4.45500000e+01,1.48106357e-04,1.51561203e-03
4.46500000e+01,1.45362831e-04,1.50208831e-03
4.47500000e+01,1.44036350e-04,1.49890605e-03
4.48500000e+01,1.39583977e-04,1.50597558e-03
4.49500000e+01,1.40270769e-04,1.50058596e-03
4.50500000e+01,1.39722821e-04,1.49533083e-03
4.51500000e+01,1.38474546e-04,1.48869091e-03
4.52500000e+01,1.37120464e-04,1.48623712e-03
4.53500000e+01,1.35338426e-04,1.48557867e-03
4.54500000e+01,1.35062885e-04,1.47672112e-03
4.55500000e+01,1.32723450e-04,1.47953231e-03
4.56500000e+01,1.31428095e-04,1.47875451e-03
4.57500000e+01,1.30942954e-04,1.47733688e-03
4.58500000e+01,1.31561820e-04,1.47293243e-03
4.59500000e+01,1.28818292e-04,1.47278691e-03
4.60500000e+01,1.28186488e-04,1.46629225e-03
4.61500000e+01,1.27026528e-04,1.45685402e-03
4.62500000e+01,1.26040499e-04,1.44997367e-03
4.63500000e+01,1.24490966e-04,1.45510106e-03
4.64500000e+01,1.23819027e-04,1.45502726e-03
4.65500000e+01,1.23953855e-04,1.46033903e-03
4.66500000e+01,1.22386998e-04,1.45182581e-03
4.67500000e+01,1.25105610e-04,1.44848006e-03
4.68500000e+01,1.24933149e-04,1.44709929e-03
4.69500000e+01,1.19174482e-04,1.44625040e-03
4.70500000e+01,1.19166406e-04,1.44447600e-03
4.71500000e+01,1.17095188e-04,1.44157471e-03
4.72500000e+01,1.17169475e-04,1.44153085e-03
4.73500000e+01,1.17239200e-04,1.43308694e-03
4.74500000e+01,1.16722852e-04,1.43598740e-03
4.75500000e+01,1.14505476e-04,1.43576862e-03
4.76500000e+01,1.14016605e-04,1.42811242e-03
4.77500000e+01,1.13011443e-04,1.43086789e-03
4.78500000e+01,1.11840452e-04,1.43231714e-03
4.79500000e+01,1.09519647e-04,1.42838632e-03
4.80500000e+01,1.08244084e-04,1.42712034e-03
4.81500000e+01,1.07234132e-04,1.43102754e-03
4.82500000e+01,1.07012734e-04,1.42699068e-03
4.83500000e+01,1.05051949e-04,1.41281079e-03
4.84500000e+01,1.03394554e-04,1.40944279e-03
4.85500000e+01,1.01821412e-04,1.41027215e-03
4.86500000e+01,1.01502898e-04,1.40577050e-03
4.87500000e+01,9.96271901e-05,1.40967920e-03
4.88500000e+01,9.78675003e-05,1.41001907e-03
4.89500000e+01,9.62400734e-05,1.39761618e-03
4.90500000e+01,9.58967719e-05,1.39754685e-03
4.91500000e+01,9.47638615e-05,1.40140744e-03
4.92500000e+01,9.24074116e-05,1.40302710e-03
4.93500000e+01,9.18258366e-05,1.40953655e-03
4.94500000e+01,9.08491856e-05,1.40592011e-03
4.95500000e+01,9.07036533e-05,1.40022849e-03
4.96500000e+01,8.98699191e-05,1.39026757e-03
4.97500000e+01,8.87886815e-05,1.39149881e-03
4.98500000e+01,8.84738737e-05,1.39476156e-03
4.99500000e+01,8.79500045e-05,1.39122718e-03
5.00500000e+01,8.76422303e-05,1.38640093e-03
5.01500000e+01,8.74266090e-05,1.38383632e-03
5.02500000e+01,8.59064646e-05,1.37914878e-03
5.03500000e+01,8.62574044e-05,1.38294097e-03
5.04500000e+01,8.34210942e-05,1.37715601e-03
5.05500000e+01,8.20903029e-05,1.37728725e-03
5.06500000e+01,8.13609682e-05,1.37683797e-03
5.07500000e+01,8.10037205e-05,1.36692096e-03
5.08500000e+01,8.24750177e-05,1.36210739e-03
5.09500000e+01,8.11396316e-05,1.35594019e-03
5.10500000e+01,8.06185009e-05,1.35720086e-03
5.11500000e+01,8.05438175e-05,1.35678951e-03
5.12500000e+01,7.99127950e-05,1.35176422e-03
5.13500000e+01,7.94306637e-05,1.35258046e-03
5.14500000e+01,8.00914240e-05,1.35432968e-03
5.15500000e+01,7.79507900e-05,1.35169321e-03
5.16500000e+01,7.78500178e-05,1.35197271e-03
