nuclide,atoms
Sb124,1.211908e+16
Sr93,1.168870e+16
Ce146,1.092848e+16
Zn68,1.085500e+16
Er168,1.036752e+16
Pd112,1.031633e+16
Tb160,8.720950e+15
Pr147,8.191207e+15
Sb130,8.057409e+15
Th230,7.773250e+15
Br84,7.701993e+15
Zn67,7.656044e+15
Sn121,7.623022e+15
Sn114,6.844021e+15
Te123,6.390474e+15
Xe137,6.263688e+15
Sn128,5.720843e+15
Nb94,5.648517e+15
Tm169,5.516287e+15
Sb126,5.338629e+15
Xe135_m1,5.283236e+15
Ce139,5.236641e+15
Sm156,5.053121e+15
As77,4.720234e+15
Eu157,4.267305e+15
Sb128,4.162413e+15
Sn127,3.899368e+15
I130,3.725882e+15
Tc105,3.712762e+15
Rh107,3.702266e+15
Kr80,3.571763e+15
Rh102,3.524400e+15
Kr89,3.401696e+15
Yb172,3.367166e+15
Er170,3.237130e+15
Ce145,3.111952e+15
Rb90,2.738749e+15
Se83,2.721657e+15
Am243,2.401664e+15
Ba132,2.281836e+15
Gd153,2.082227e+15
U232,2.058046e+15
Ba137_m1,2.026844e+15
Tb161,1.981319e+15
Cd108,1.980706e+15
Sr94,1.915545e+15
Ag107,1.823591e+15
Sb130_m1,1.816457e+15
Br82,1.782846e+15
Xe126,1.717445e+15
Nd151,1.688924e+15
Nb99_m1,1.665435e+15
Sb133,1.639227e+15
Yb171,1.598238e+15
Sb132,1.592947e+15
Cs140,1.590245e+15
Ag112,1.535540e+15
Nb97_m1,1.497097e+15
Ag113,1.428254e+15
Rb90_m1,1.380100e+15
Zn66,1.368650e+15
Ge77,1.354187e+15
Eu150,1.339116e+15
Rb91,1.336569e+15
In115_m1,1.292670e+15
Gd159,1.238698e+15
Mo103,1.131862e+15
I136,1.075745e+15
Cs134_m1,1.048059e+15
Sb128_m1,1.039121e+15
Pr148,1.023344e+15
Nd152,9.962627e+14
Br85,9.823233e+14
Sb132_m1,9.695088e+14
La144,9.523232e+14
Se81,9.438039e+14
Tc103,9.313193e+14
Xe139,8.704935e+14
Zr98,7.789691e+14
Se84,7.749599e+14
Zr89,7.043587e+14
Pr149,7.005222e+14
Mo104,6.871773e+14
Sb122,6.446244e+14
Ba133,6.444560e+14
Sn130,6.316592e+14
Cd117,6.315741e+14
Ru107,6.314792e+14
Nb96,6.299990e+14
Kr90,6.175187e+14
La137,5.655517e+14
Sr95,5.382851e+14
I132_m1,5.076568e+14
Ce147,4.990356e+14
Nb98_m1,4.872295e+14
As78,4.859406e+14
Br87,4.716589e+14
Cs141,4.692492e+14
Ge78,4.664425e+14
In117_m1,4.513303e+14
I134_m1,4.267832e+14
Y88,4.198022e+14
Ru108,4.161904e+14
La145,4.141045e+14
Ce148,4.007229e+14
Sn129_m1,3.957675e+14
Br86,3.841068e+14
Sm155,3.636613e+14
Pm152,3.633147e+14
I137,3.505280e+14
Pd111,3.433176e+14
Ba143,3.422708e+14
U235_m1,2.998570e+14
Te135,2.962148e+14
Pm153,2.950465e+14
Cm243,2.908325e+14
Sr84,2.880514e+14
I136_m1,2.761523e+14
Sn130_m1,2.739658e+14
Mo105,2.547830e+14
Nb99,2.501855e+14
Cd118,2.324372e+14
Sn129,2.292712e+14
Cs132,2.250189e+14
Se81_m1,2.210490e+14
Xe140,2.187842e+14
Ba144,2.163420e+14
Sn123_m1,2.149058e+14
Sn117_m1,2.142788e+14
Cs138_m1,1.915427e+14
Cd117_m1,1.880101e+14
Zr100,1.804044e+14
Yb170,1.802514e+14
Tm171,1.736303e+14
Pb208,1.699974e+14
Nb101,1.672244e+14
Tb158,1.650586e+14
Tc106,1.633149e+14
Tc97,1.564685e+14
Se85,1.496515e+14
Rh106,1.402514e+14
In117,1.341648e+14
Sn131_m1,1.321788e+14
Sn132,1.310315e+14
Sn131,1.308841e+14
Am242,1.253012e+14
Te136,1.223708e+14
Kr91,1.199879e+14
Ce138,1.177608e+14
Br88,1.155788e+14
Te123_m1,1.137805e+14
Eu158,1.124236e+14
Tc102,1.121222e+14
Ho166_m1,1.077299e+14
As79,1.060569e+14
Pr144_m1,9.771941e+13
Ag115,9.557557e+13
Y96,9.444728e+13
Rh105_m1,9.416612e+13
Pm145,9.035306e+13
Rb92,9.016268e+13
Th234,8.998386e+13
Rb93,8.894790e+13
Y96_m1,8.254404e+13
Pa233,8.186657e+13
Sn127_m1,7.873718e+13
Rh109,7.640361e+13
Sn125_m1,7.461779e+13
Nb98,7.392710e+13
In114_m1,7.384074e+13
Se86,7.256675e+13
Kr81,7.239840e+13
Rb84,7.029121e+13
Ge70,6.919234e+13
Pu237,6.667874e+13
Nb102,6.026054e+13
Pr142_m1,6.000392e+13
Ba135_m1,5.990087e+13
Sb129_m1,5.754641e+13
Cm244,5.395869e+13
Zr99,5.362293e+13
I128,5.173189e+13
Y97,5.145224e+13
Tc107,5.082508e+13
In119_m1,5.074621e+13
Th228,4.825024e+13
La146,4.780271e+13
I138,4.768031e+13
Pm154,4.630331e+13
Se79_m1,4.515527e+13
Nb100,4.042636e+13
Yb173,3.923176e+13
Ag109_m1,3.852294e+13
Ba145,3.768402e+13
H2,3.695428e+13
Rh104,3.692632e+13
Sm157,3.670887e+13
Pr148_m1,3.523357e+13
Zr101,3.392295e+13
Pr151,3.380702e+13
La146_m1,3.232153e+13
Ru109,3.173460e+13
Ru98,3.160077e+13
Mo106,3.133347e+13
Zn72,3.064647e+13
Br84_m1,3.043443e+13
Xe129_m1,3.015167e+13
Zr102,2.911858e+13
I130_m1,2.824913e+13
Nd153,2.751706e+13
As81,2.699373e+13
Rh108,2.577378e+13
Tc100,2.523400e+13
Ge75,2.362756e+13
Br89,2.176958e+13
Rb94,2.104594e+13
Cs142,2.058960e+13
Ag116,2.044296e+13
Ce149,2.014191e+13
As82,2.005289e+13
Sb134_m1,1.999707e+13
Pr150,1.978842e+13
As83,1.947337e+13
Eu159,1.915823e+13
I133_m1,1.879508e+13
La147,1.863254e+13
Se87,1.857350e+13
Dy166,1.791773e+13
Sr96,1.790570e+13
Rh104_m1,1.747146e+13
Nb103,1.658270e+13
Ag111_m1,1.574127e+13
Y99,1.533285e+13
I126,1.395982e+13
Nb104,1.377646e+13
Kr92,1.367817e+13
Ge80,1.342672e+13
Rh110_m1,1.337408e+13
As76,1.317793e+13
Tc102_m1,1.308886e+13
Pd114,1.265886e+13
Mo93,1.257561e+13
Cs135_m1,1.257034e+13
Cs143,1.229070e+13
Sm158,1.199015e+13
Pd111_m1,1.157568e+13
Np240,1.124210e+13
Xe141,1.078000e+13
Pd113,1.048408e+13
Y98_m1,1.046976e+13
Nd154,1.044189e+13
Ga73,1.040056e+13
Pm155,1.030863e+13
Se83_m1,1.003205e+13
Ba146,9.748261e+12
Y97_m1,9.457743e+12
Th229,9.415677e+12
Ga72,9.387404e+12
I139,9.034399e+12
Cd119,8.367070e+12
Ce150,8.328772e+12
Sb126_m1,8.325790e+12
Ac227,8.274851e+12
As80,7.908536e+12
Er169,7.560600e+12
Y93_m1,7.528219e+12
Pm150,7.520146e+12
Sm145,7.419642e+12
Ag113_m1,7.417012e+12
Pm152_m2,7.271276e+12
Cu65,7.134002e+12
Np235,7.111140e+12
Pm154_m1,6.901542e+12
In121_m1,6.862364e+12
Tm170,6.661502e+12
Eu154_m1,6.632665e+12
Cd109,6.624071e+12
Ho166,6.478188e+12
Nb105,6.242487e+12
Pd103,5.725711e+12
Te137,5.510470e+12
Br90,5.385101e+12
Ru110,5.353849e+12
Ag117,5.287386e+12
Nb102_m1,5.165145e+12
In119,5.154092e+12
Y98,5.148672e+12
Sn128_m1,5.106816e+12
Mo107,4.881360e+12
Rh101,4.809375e+12
Tc108,4.650470e+12
Y90_m1,4.621717e+12
Nb100_m1,4.610082e+12
Br82_m1,4.606460e+12
Th231,4.546218e+12
As84,4.343735e+12
Zr103,4.189633e+12
Ge81,3.969683e+12
Pm152_m1,3.962320e+12
Cd120,3.790935e+12
Ag108_m1,3.619084e+12
Cd119_m1,3.525062e+12
Rh108_m1,3.472664e+12
Sr97,3.436442e+12
Kr93,3.186412e+12
Pm156,3.104894e+12
Pb207,2.932084e+12
Xe142,2.913765e+12
Y100,2.832233e+12
Pr152,2.724309e+12
Sr98,2.722757e+12
Rh111,2.649756e+12
Cu67,2.630860e+12
Se74,2.508807e+12
Ge82,2.495426e+12
La148,2.488885e+12
Cs144,2.463030e+12
Ge79,2.460895e+12
Se88,2.293109e+12
Np240_m1,2.213945e+12
As86,2.166484e+12
Ge79_m1,2.153727e+12
U240,2.077004e+12
In123_m1,1.997641e+12
Sr87_m1,1.961387e+12
Pd115,1.937491e+12
As82_m1,1.933960e+12
Nb104_m1,1.870458e+12
Sb135,1.746679e+12
Sb134,1.656411e+12
Tb157,1.560044e+12
As85,1.528620e+12
Rb95,1.427589e+12
Nb92,1.415558e+12
Nd155,1.331585e+12
Pr153,1.309268e+12
Sn133,1.212677e+12
In121,1.197746e+12
Tm172,1.182538e+12
Ba147,1.154163e+12
Ce151,1.101612e+12
Zr104,9.856560e+11
Dy158,9.747813e+11
Xe127,9.555090e+11
Rh106_m1,9.191702e+11
Er172,9.135495e+11
Dy165,9.071586e+11
I140,8.596792e+11
Pa232,8.276966e+11
Ga74,8.152434e+11
Y101,7.956197e+11
Pd116,7.924608e+11
Er164,7.849402e+11
Cs136_m1,7.732958e+11
Ag110,7.651022e+11
Gd161,7.262009e+11
Ra226,7.196514e+11
Te138,7.111361e+11
La149,6.799668e+11
Rb86_m1,6.718925e+11
Tb163,6.635043e+11
Gd162,6.437223e+11
Yb174,6.397092e+11
Br91,6.380703e+11
Sr85,6.380221e+11
Sn112,6.376982e+11
Tb162,5.965554e+11
Ga75,5.926060e+11
In125_m1,5.584559e+11
Cd121,5.431975e+11
Mo108,5.106024e+11
Pm157,4.773714e+11
Cs131,4.615026e+11
Ru111,4.581097e+11
Ge83,4.365235e+11
Y102,4.339049e+11
Ni66,4.207903e+11
Ag114,4.163024e+11
Ga76,4.017831e+11
Ni64,3.985798e+11
Cm245,3.942684e+11
Ga77,3.937903e+11
In118,3.853177e+11
Cd122,3.738458e+11
Tc109,3.676811e+11
Gd151,3.366135e+11
Nb106,3.347122e+11
Pu236,3.320895e+11
Ho167,3.268091e+11
Cs145,3.263716e+11
Zr105,3.088452e+11
Rh113,3.033271e+11
Rh102_m1,2.992941e+11
Pu243,2.984148e+11
Ga78,2.900198e+11
Rh112,2.850994e+11
In123,2.799329e+11
Nd156,2.740145e+11
Sr99,2.719340e+11
Rb96,2.695884e+11
Eu160,2.691816e+11
Pd117,2.634794e+11
Dy159,2.552511e+11
Ra224,2.526338e+11
Ce152,2.385497e+11
In124,2.361121e+11
In120,2.338032e+11
Ga79,2.271156e+11
In127,2.216275e+11
Ge86,2.113608e+11
Ag118,2.096857e+11
Cd121_m1,2.033555e+11
Ru112,1.912454e+11
In127_m1,1.864169e+11
Rb83,1.855008e+11
Ho163,1.765853e+11
Sn134,1.600571e+11
Pr154,1.593736e+11
Sm159,1.550673e+11
In129_m1,1.533054e+11
Zn74,1.502665e+11
Sb136,1.452549e+11
Kr94,1.427364e+11
Se89,1.376722e+11
Ge84,1.357559e+11
Tc110,1.324946e+11
Eu149,1.302534e+11
Sb137,1.265872e+11
La150,1.248996e+11
Ba148,1.228543e+11
Rh114,1.217696e+11
Xe143,1.206128e+11
As87,1.181197e+11
In122,1.177988e+11
Ge81_m1,1.167823e+11
I141,1.166024e+11
Pd109_m1,1.162755e+11
Cd123,1.156314e+11
Ag119,1.123478e+11
In130,1.047982e+11
In125,1.032529e+11
Ag116_m1,9.416197e+10
Ag115_m1,9.381159e+10
Xe144,9.296129e+10
In129,8.741964e+10
Zn69,8.737803e+10
Ga80,8.680742e+10
Pr140,8.023599e+10
In128,7.969194e+10
In126,7.844206e+10
Er171,7.822312e+10
In122_m2,7.762976e+10
Mo109,7.479860e+10
In122_m1,7.403579e+10
In124_m1,7.384675e+10
Br92,7.197672e+10
Pd107_m1,7.071036e+10
Cd124,6.964798e+10
Y89_m1,6.777359e+10
Eu161,6.729068e+10
Zn71_m1,6.349648e+10
Xe134_m1,6.315944e+10
Pb210,6.297534e+10
Pm158,6.132438e+10
Pd118,6.110273e+10
In120_m2,6.080048e+10
In120_m1,5.938652e+10
In128_m1,5.931008e+10
Ag117_m1,5.720174e+10
In116,5.714315e+10
Sr100,5.293656e+10
Cd130,5.028256e+10
As88,5.012589e+10
Ru113,4.721395e+10
Sb122_m1,4.628265e+10
Ga81,4.508644e+10
Ag118_m1,4.443542e+10
Zn76,4.398130e+10
Sm160,4.185971e+10
Tb164,4.061614e+10
Sb126_m2,3.990259e+10
Rh115,3.865125e+10
Am240,3.794620e+10
Zn75,3.778514e+10
As74,3.677096e+10
In126_m1,3.656294e+10
Gd163,3.515115e+10
I125,3.508295e+10
Br80_m1,3.383082e+10
Ce153,3.285982e+10
Ag120,3.122988e+10
Rb97,3.078072e+10
Pb212,3.059787e+10
Sb124_m2,2.904253e+10
Te139,2.854923e+10
Cs146,2.728482e+10
Ge77_m1,2.697580e+10
Zn77,2.622661e+10
Nb107,2.484558e+10
Rh110,2.472781e+10
Pu244,2.218851e+10
Zn78,2.132942e+10
Te140,2.091390e+10
Nd157,2.076629e+10
Pb206,1.991154e+10
La151,1.977114e+10
Th227,1.910174e+10
Te121,1.832734e+10
Y103,1.691803e+10
Ga82,1.662057e+10
Cd125,1.660906e+10
Ba136_m1,1.638958e+10
Tc97_m1,1.575848e+10
Ag121,1.570460e+10
Se90,1.558860e+10
In130_m2,1.546843e+10
In130_m1,1.546843e+10
Pr155,1.516304e+10
Bi209,1.494811e+10
Cd126,1.491375e+10
Tc111,1.424442e+10
Zn73,1.360759e+10
Mo110,1.320108e+10
Nb91,1.292280e+10
Tb165,1.286884e+10
Ru114,1.277706e+10
Br80,1.267749e+10
Rh116,1.234004e+10
In131,1.233910e+10
Kr96,1.232538e+10
Ra223,1.182371e+10
Ge85,1.142206e+10
Nd141,1.127374e+10
In132,1.115549e+10
Pd119,1.084678e+10
Dy167,1.083316e+10
Pa235,1.081342e+10
Cd127,1.073872e+10
Ge75_m1,1.034694e+10
Ni63,1.029139e+10
In131_m1,9.968960e+09
Kr95,9.930860e+09
Zn71,9.911180e+09
I142,9.348257e+09
Ba149,9.114135e+09
Gd164,8.388908e+09
Dy168,8.239526e+09
Gd150,7.906223e+09
Zn79,7.444548e+09
Eu162,7.038000e+09
Pd120,6.912900e+09
Sb120_m1,6.549535e+09
Rb100,6.296455e+09
Rb98,6.212050e+09
Sn135,6.067867e+09
Ru115,4.842335e+09
Cd111_m1,4.722911e+09
Pa230,4.702213e+09
Pm159,4.672518e+09
Sr101,4.612932e+09
Sb124_m1,4.457024e+09
Sm161,4.449012e+09
Cu69,4.401473e+09
Tc112,4.245382e+09
Th233,4.209726e+09
In118_m1,4.106499e+09
Br93,3.899833e+09
Rh117,3.597499e+09
Cd128,3.533692e+09
Cs147,3.426152e+09
Tm168,3.363942e+09
Ga84,3.360335e+09
Cd131,3.311798e+09
Ce154,3.275114e+09
Se91,3.080487e+09
Pa234_m1,3.005877e+09
Se75,2.978233e+09
Bi212,2.902069e+09
Ho168,2.860347e+09
Te120,2.812762e+09
Ag120_m1,2.701143e+09
Nd158,2.561772e+09
Ho169,2.542355e+09
In114,2.182978e+09
Cm246,2.124567e+09
Ag122,2.098499e+09
Pr156,2.022040e+09
Zn69_m1,1.989475e+09
Se77_m1,1.955885e+09
Pa234,1.902982e+09
Mo111,1.816161e+09
Y104,1.776833e+09
Cu70,1.768293e+09
Nb108,1.764279e+09
Ba133_m1,1.754413e+09
Am244,1.733843e+09
Nb94_m1,1.669890e+09
Lu175,1.582796e+09
Eu163,1.505274e+09
Pa238,1.391439e+09
Ge71,1.356197e+09
Te121_m1,1.348598e+09
Tb166,1.343562e+09
La152,1.341161e+09
Cu73,1.315861e+09
Cu71,1.293844e+09
Xe145,1.229518e+09
Ag108,1.191120e+09
Cm241,1.174978e+09
Ge87,1.111974e+09
I143,1.084920e+09
Po210,1.039215e+09
Pr139,1.035989e+09
Ag123,9.292675e+08
Cu72,8.682525e+08
Sn113,8.646182e+08
Am244_m1,8.452466e+08
Sb120,8.444730e+08
Pm160,8.411801e+08
Ba150,8.385665e+08
Ho170,8.198916e+08
Ga83,7.981104e+08
Ag122_m1,7.497340e+08
Eu152_m1,7.490594e+08
Zn80,7.445972e+08
Rh118,7.204891e+08
Cu63,7.039339e+08
Gd165,6.951798e+08
In133,6.910345e+08
Tc113,6.864196e+08
Cu66,6.579545e+08
Cu74,6.527683e+08
Te141,5.926269e+08
Cu75,5.695186e+08
Ga74_m1,5.509936e+08
Cu68,5.225980e+08
Tb167,4.880895e+08
Ni68,4.822863e+08
As73,4.819510e+08
Nb109,4.644813e+08
Rb99,4.521478e+08
U230,4.371172e+08
Ag124,4.209055e+08
Y87,4.115720e+08
Br94,3.990683e+08
Ru116,3.763657e+08
Sb138,3.519739e+08
Sm162,3.487847e+08
Dy169,3.414294e+08
Pd121,3.291744e+08
Mo112,3.192257e+08
In116_m1,3.139067e+08
Ge73_m1,2.924471e+08
Ga70,2.831888e+08
Ni69,2.731922e+08
Kr98,2.712246e+08
Pm144,2.512847e+08
Sr102,2.507075e+08
Ni67,2.478091e+08
Cu76,2.331706e+08
Cu70_m1,2.176763e+08
Pr157,2.087074e+08
Ni70,2.067847e+08
Ce155,1.967942e+08
Sn136,1.848362e+08
Xe146,1.800033e+08
Cs148,1.792479e+08
Nd159,1.725826e+08
Y105,1.537121e+08
Ho171,1.490743e+08
Gd166,1.483282e+08
Dy165_m1,1.459951e+08
Dy170,1.448647e+08
Eu164,1.419541e+08
As89,1.306073e+08
Eu152_m2,1.287148e+08
Ho172,1.264833e+08
Tc114,1.242276e+08
Zr106,1.215203e+08
Sm144,1.212747e+08
Ba151,1.209678e+08
La153,1.086903e+08
Tb168,1.045268e+08
Cu77,1.039250e+08
Se92,1.023435e+08
Ni65,9.947900e+07
Sb119,9.919821e+07
Mo92,9.723103e+07
Ni71,9.427102e+07
Rh119,9.419915e+07
Zn65,8.641922e+07
Kr97,8.011694e+07
Pm161,7.362197e+07
Nd140,7.310171e+07
Ni72,7.132338e+07
Er165,7.088691e+07
Np236_m1,6.777576e+07
In118_m2,6.582642e+07
Tb156,6.581146e+07
Ra225,5.985039e+07
Zn81,5.260634e+07
Tl208,5.258940e+07
Sm163,4.960074e+07
Sr85_m1,4.444590e+07
Rn220,4.441926e+07
Ni73,4.074097e+07
Ac225,4.010003e+07
Ru117,3.895540e+07
Bi210,3.888357e+07
Gd167,3.867966e+07
Pd122,3.817641e+07
Th235,3.716807e+07
Rh101_m1,3.524715e+07
In134,3.491740e+07
Yb169,3.468730e+07
Eu165,3.412338e+07
Ba131,3.311258e+07
Cu68_m1,3.131546e+07
Am239,2.821860e+07
Cu78,2.604187e+07
Pb211,2.593280e+07
Ac228,2.367645e+07
Sb139,1.981199e+07
Nb110,1.860072e+07
Sn137,1.827758e+07
Ni74,1.811869e+07
Hf176,1.789263e+07
Zr88,1.682354e+07
Ra228,1.593816e+07
Dy171,1.443698e+07
Ag125,1.397014e+07
Yb168,1.370896e+07
Ge88,1.344653e+07
La135,1.315471e+07
U231,1.267544e+07
Ho164,1.208258e+07
Cd129,1.202195e+07
Tb169,1.183660e+07
Nb111,1.145906e+07
Er167_m1,1.125123e+07
Nd160,1.093521e+07
Dy172,1.064250e+07
I144,1.063645e+07
Rh120,1.052858e+07
Te142,1.042979e+07
Ce156,9.761608e+06
Lu176,8.854405e+06
Cd132,8.520444e+06
Mo113,8.113266e+06
Cm247,7.125471e+06
Sm164,6.749473e+06
Pd123,6.640585e+06
Ce139_m1,6.531975e+06
Zn64,6.481342e+06
Tb170,6.357658e+06
In112,6.019619e+06
Tc115,6.018638e+06
Ba130,5.999281e+06
Sr103,5.508220e+06
Ho164_m1,5.414665e+06
Ru118,5.363504e+06
Ni75,5.358933e+06
Ho170_m1,5.255114e+06
Rn222,4.701444e+06
Co67,4.431695e+06
Zn82,4.316041e+06
Br95,4.251773e+06
H3,3.733538e+06
Yb175,3.733205e+06
Ga86,3.441590e+06
Tl207,3.417125e+06
Br77,3.287514e+06
La154,3.114707e+06
Pr158,3.040118e+06
Ag106_m1,2.799303e+06
Cu79,2.710054e+06
I123,2.679036e+06
Kr79,2.549242e+06
Zr107,2.532810e+06
Ni62,2.510360e+06
As90,2.349713e+06
Ga85,2.326680e+06
Pd101,2.310417e+06
Se93,2.261282e+06
Co68,2.190909e+06
Co69,2.152477e+06
Xe124,2.055500e+06
Ru97,1.659995e+06
Ba152,1.655772e+06
Eu166,1.653112e+06
Fe67,1.642465e+06
Bi211,1.537294e+06
He3,1.533016e+06
Ce137,1.448505e+06
Xe127_m1,1.447469e+06
Xe147,1.424603e+06
Gd168,1.395242e+06
Tb156_m1,1.249820e+06
Pm162,1.249798e+06
Ag130,1.177270e+06
Pa229,1.103115e+06
Cs149,1.086758e+06
Xe125,1.054948e+06
Tb155,1.049895e+06
