r_cm,depth_cm,pb_n2n,nXt
7.76193665e+01,7.73693665e+01,6.81092694e-06,1.23354165e-03
7.77193916e+01,7.74693916e+01,7.37809083e-06,1.22716121e-03
7.78194166e+01,7.75694166e+01,7.97339030e-06,1.22748676e-03
7.79194417e+01,7.76694417e+01,7.86768345e-06,1.22681444e-03
7.80194667e+01,7.77694667e+01,7.20966256e-06,1.22700046e-03
7.81194917e+01,7.78694917e+01,7.16201225e-06,1.22032070e-03
7.82195168e+01,7.79695168e+01,6.96787031e-06,1.21865034e-03
7.83195418e+01,7.80695418e+01,6.90027773e-06,1.21653393e-03
7.84195669e+01,7.81695669e+01,6.84681189e-06,1.21722094e-03
7.85195919e+01,7.82695919e+01,6.87123421e-06,1.21870333e-03
7.86196169e+01,7.83696169e+01,6.02784218e-06,1.21648178e-03
7.87196420e+01,7.84696420e+01,5.87523832e-06,1.21587616e-03
7.88196670e+01,7.85696670e+01,5.83772949e-06,1.20978672e-03
7.89196920e+01,7.86696920e+01,5.72751621e-06,1.20837870e-03
7.90197171e+01,7.87697171e+01,5.82349400e-06,1.20492990e-03
7.91197421e+01,7.88697421e+01,5.78585060e-06,1.20289276e-03
7.92197672e+01,7.89697672e+01,5.57705068e-06,1.20195387e-03
7.93197922e+01,7.90697922e+01,5.46760799e-06,1.20232883e-03
7.94198172e+01,7.91698172e+01,5.44955507e-06,1.20187810e-03
7.95198423e+01,7.92698423e+01,5.44528163e-06,1.20210329e-03
7.96198673e+01,7.93698673e+01,5.45686627e-06,1.20043409e-03
7.97198923e+01,7.94698923e+01,5.56619147e-06,1.19803032e-03
7.98199174e+01,7.95699174e+01,5.61265425e-06,1.19507662e-03
7.99199424e+01,7.96699424e+01,7.06593579e-06,1.19252572e-03
8.00199675e+01,7.97699675e+01,6.34996854e-06,1.18898579e-03
8.01199925e+01,7.98699925e+01,6.11984731e-06,1.18552701e-03
8.02200175e+01,7.99700175e+01,5.54319216e-06,1.18549549e-03
8.03200426e+01,8.00700426e+01,4.88557600e-06,1.18344965e-03
8.04200676e+01,8.01700676e+01,4.80928743e-06,1.18284930e-03
8.05200926e+01,8.02700926e+01,4.74725390e-06,1.18097642e-03
8.06201177e+01,8.03701177e+01,4.74036340e-06,1.18238142e-03
8.07201427e+01,8.04701427e+01,4.71743410e-06,1.18301555e-03
8.08201678e+01,8.05701678e+01,4.88652406e-06,1.18121642e-03
8.09201928e+01,8.06701928e+01,7.73878159e-06,1.17910217e-03
8.10202178e+01,8.07702178e+01,6.35305678e-06,1.18031285e-03
8.11202429e+01,8.08702429e+01,4.33861055e-06,1.17612278e-03
8.12202679e+01,8.09702679e+01,4.30778524e-06,1.17393872e-03
8.13202929e+01,8.10702929e+01,4.26614307e-06,1.17180904e-03
8.14203180e+01,8.11703180e+01,4.26329613e-06,1.17653096e-03
8.15203430e+01,8.12703430e+01,4.24423453e-06,1.17117721e-03
8.16203681e+01,8.13703681e+01,4.18694015e-06,1.16759025e-03
8.17203931e+01,8.14703931e+01,4.18304638e-06,1.16633237e-03
8.18204181e+01,8.15704181e+01,4.17952180e-06,1.16283049e-03
8.19204432e+01,8.16704432e+01,4.17766517e-06,1.16303922e-03
8.20204682e+01,8.17704682e+01,4.17583208e-06,1.15880872e-03
8.21204932e+01,8.18704932e+01,4.17402192e-06,1.15521818e-03
8.22205183e+01,8.19705183e+01,4.17223410e-06,1.15186810e-03
8.23205433e+01,8.20705433e+01,4.09593022e-06,1.14933540e-03
8.24205684e+01,8.21705684e+01,4.04782154e-06,1.15117988e-03
8.25205934e+01,8.22705934e+01,3.93802251e-06,1.14952665e-03
8.26206184e+01,8.23706184e+01,3.82442237e-06,1.14768309e-03
8.27206435e+01,8.24706435e+01,3.81690411e-06,1.14899920e-03
8.28206685e+01,8.25706685e+01,3.76558939e-06,1.14976999e-03
8.29206935e+01,8.26706935e+01,3.77086144e-06,1.14697533e-03
8.30207186e+01,8.27707186e+01,3.75400008e-06,1.14494427e-03
8.31207436e+01,8.28707436e+01,3.69578157e-06,1.14279556e-03
8.32207687e+01,8.29707687e+01,3.70634940e-06,1.13978468e-03
8.33207937e+01,8.30707937e+01,3.69440000e-06,1.14036322e-03
8.34208187e+01,8.31708187e+01,3.67668386e-06,1.13970560e-03
8.35208438e+01,8.32708438e+01,3.67523721e-06,1.13861896e-03
8.36208688e+01,8.33708688e+01,3.67380622e-06,1.13278627e-03
8.37208938e+01,8.34708938e+01,3.65001937e-06,1.12916142e-03
8.38209189e+01,8.35709189e+01,3.61790891e-06,1.13226074e-03
8.39209439e+01,8.36709439e+01,3.62716106e-06,1.12986544e-03
8.40209690e+01,8.37709690e+01,3.62656906e-06,1.13030929e-03
8.41209940e+01,8.38709940e+01,3.62674350e-06,1.13075876e-03
8.42210190e+01,8.39710190e+01,3.62533200e-06,1.13176370e-03
8.43210441e+01,8.40710441e+01,3.63095773e-06,1.12911614e-03
8.44210691e+01,8.41710691e+01,3.66029868e-06,1.12381045e-03
8.45210941e+01,8.42710941e+01,3.72515436e-06,1.12494750e-03
8.46211192e+01,8.43711192e+01,3.69304284e-06,1.12123333e-03
8.47211442e+01,8.44711442e+01,3.59479828e-06,1.11522540e-03
8.48211693e+01,8.45711693e+01,3.59165468e-06,1.11374307e-03
8.49211943e+01,8.46711943e+01,3.58225463e-06,1.11230843e-03
8.50212193e+01,8.47712193e+01,3.55851287e-06,1.11084753e-03
8.51212444e+01,8.48712444e+01,3.54350980e-06,1.11261826e-03
8.52212694e+01,8.49712694e+01,3.51707196e-06,1.10989583e-03
8.53212944e+01,8.50712944e+01,3.51561293e-06,1.11105590e-03
8.54213195e+01,8.51713195e+01,3.51416684e-06,1.10169793e-03
8.55213445e+01,8.52713445e+01,3.42591746e-06,1.09874714e-03
8.56213696e+01,8.53713696e+01,3.35667449e-06,1.10287940e-03
8.57213946e+01,8.54713946e+01,3.17547859e-06,1.09546441e-03
8.58214196e+01,8.55714196e+01,3.15932787e-06,1.09047762e-03
8.59214447e+01,8.56714447e+01,3.17505663e-06,1.09264764e-03
8.60214697e+01,8.57714697e+01,4.67143729e-06,1.09206965e-03
8.61214947e+01,8.58714947e+01,4.16689452e-06,1.09053549e-03
8.62215198e+01,8.59715198e+01,4.19129722e-06,1.09118850e-03
8.63215448e+01,8.60715448e+01,4.10127971e-06,1.09066432e-03
8.64215699e+01,8.61715699e+01,4.16551889e-06,1.08987334e-03
8.65215949e+01,8.62715949e+01,4.01325917e-06,1.08635881e-03
8.66216199e+01,8.63716199e+01,3.95320187e-06,1.08467226e-03
8.67216450e+01,8.64716450e+01,3.95802755e-06,1.08451213e-03
8.68216700e+01,8.65716700e+01,3.98095244e-06,1.07689512e-03
8.69216950e+01,8.66716950e+01,3.89713036e-06,1.07922588e-03
8.70217201e+01,8.67717201e+01,3.87197342e-06,1.07464662e-03
8.71217451e+01,8.68717451e+01,3.76163426e-06,1.07504085e-03
8.72217702e+01,8.69717702e+01,3.63223279e-06,1.07243042e-03
8.73217952e+01,8.70717952e+01,6.83934779e-06,1.07156035e-03
8.74218202e+01,8.71718202e+01,6.38118879e-06,1.06960209e-03
8.75218453e+01,8.72718453e+01,5.17127491e-06,1.06714920e-03
8.76218703e+01,8.73718703e+01,3.90614966e-06,1.06692081e-03
8.77218953e+01,8.74718953e+01,3.79639339e-06,1.06573636e-03
8.78219204e+01,8.75719204e+01,3.71783139e-06,1.06399622e-03
8.79219454e+01,8.76719454e+01,3.65363933e-06,1.06340180e-03
8.80219705e+01,8.77719705e+01,3.52755495e-06,1.05938824e-03
8.81219955e+01,8.78719955e+01,2.80729900e-06,1.05903469e-03
8.82220205e+01,8.79720205e+01,2.35815202e-06,1.05935557e-03
8.83220456e+01,8.80720456e+01,2.26176603e-06,1.05953216e-03
8.84220706e+01,8.81720706e+01,2.20709871e-06,1.05830656e-03
8.85220956e+01,8.82720956e+01,2.10951341e-06,1.05492306e-03
8.86221207e+01,8.83721207e+01,2.09527526e-06,1.05469623e-03
8.87221457e+01,8.84721457e+01,2.02618728e-06,1.05379051e-03
8.88221708e+01,8.85721708e+01,2.01792765e-06,1.05422146e-03
8.89221958e+01,8.86721958e+01,2.01599389e-06,1.05268453e-03
8.90222208e+01,8.87722208e+01,2.57501034e-06,1.04939593e-03
8.91222459e+01,8.88722459e+01,2.28103003e-06,1.04951785e-03
8.92222709e+01,8.89722709e+01,2.15714699e-06,1.04494065e-03
8.93222959e+01,8.90722959e+01,2.09948350e-06,1.04136680e-03
8.94223210e+01,8.91723210e+01,2.06331864e-06,1.03996090e-03
8.95223460e+01,8.92723460e+01,2.02139639e-06,1.03397910e-03
8.96223711e+01,8.93723711e+01,1.84642750e-06,1.03325170e-03
8.97223961e+01,8.94723961e+01,1.81901277e-06,1.03585538e-03
8.98224211e+01,8.95724211e+01,2.03386814e-06,1.03518390e-03
8.99224462e+01,8.96724462e+01,2.25505894e-06,1.03027472e-03
9.00224712e+01,8.97724712e+01,2.10922754e-06,1.02837412e-03
9.01224962e+01,8.98724962e+01,1.75801055e-06,1.02895697e-03
9.02225213e+01,8.99725213e+01,1.66820662e-06,1.02597705e-03
9.03225463e+01,9.00725463e+01,1.63421396e-06,1.02586689e-03
9.04225714e+01,9.01725714e+01,1.63015547e-06,1.01843698e-03
9.05225964e+01,9.02725964e+01,1.62738958e-06,1.01918004e-03
9.06226214e+01,9.03726214e+01,1.62397004e-06,1.02018678e-03
9.07226465e+01,9.04726465e+01,1.60821928e-06,1.01840666e-03
9.08226715e+01,9.05726715e+01,1.55593194e-06,1.01567457e-03
9.09226965e+01,9.06726965e+01,1.55307104e-06,1.01868988e-03
9.10227216e+01,9.07727216e+01,1.55357052e-06,1.01092379e-03
9.11227466e+01,9.08727466e+01,1.57433119e-06,1.01257115e-03
9.12227717e+01,9.09727717e+01,1.45158910e-06,1.01050781e-03
9.13227967e+01,9.10727967e+01,1.45089108e-06,1.00396855e-03
9.14228217e+01,9.11728217e+01,1.44780769e-06,1.00231270e-03
9.15228468e+01,9.12728468e+01,1.44495611e-06,1.00254658e-03
9.16228718e+01,9.13728718e+01,1.44230501e-06,1.00119321e-03
9.17228968e+01,9.14728968e+01,1.43982872e-06,1.00166422e-03
9.18229219e+01,9.15729219e+01,1.43750604e-06,9.98194851e-04
9.19229469e+01,9.16729469e+01,1.43531926e-06,9.99654254e-04
9.20229720e+01,9.17729720e+01,1.43325344e-06,1.00147106e-03
9.21229970e+01,9.18729970e+01,1.43129589e-06,1.00064276e-03
9.22230220e+01,9.19730220e+01,1.42943577e-06,9.92692833e-04
9.23230471e+01,9.20730471e+01,1.42766372e-06,9.93494373e-04
9.24230721e+01,9.21730721e+01,1.42597161e-06,9.95648814e-04
9.25230971e+01,9.22730971e+01,1.42435239e-06,9.91094072e-04
9.26231222e+01,9.23731222e+01,1.42391208e-06,9.87396102e-04
9.27231472e+01,9.24731472e+01,1.42279523e-06,9.86201266e-04
9.28231723e+01,9.25731723e+01,1.42135968e-06,9.82070883e-04
9.29231973e+01,9.26731973e+01,1.41997621e-06,9.81467482e-04
9.30232223e+01,9.27732223e+01,1.44196157e-06,9.77105088e-04
9.31232474e+01,9.28732474e+01,1.47613693e-06,9.76332852e-04
9.32232724e+01,9.29732724e+01,1.47417945e-06,9.77184034e-04
9.33232974e+01,9.30732974e+01,1.47227520e-06,9.76424375e-04
9.34233225e+01,9.31733225e+01,1.47042122e-06,9.76163047e-04
9.35233475e+01,9.32733475e+01,1.46861477e-06,9.67555781e-04
9.36233726e+01,9.33733726e+01,1.46685338e-06,9.68543520e-04
9.37233976e+01,9.34733976e+01,1.46513474e-06,9.66585772e-04
9.38234226e+01,9.35734226e+01,1.46345673e-06,9.71481753e-04
9.39234477e+01,9.36734477e+01,1.46614999e-06,9.66850128e-04
9.40234727e+01,9.37734727e+01,1.43295265e-06,9.62921979e-04
9.41234977e+01,9.38734977e+01,1.41384767e-06,9.63604048e-04
9.42235228e+01,9.39735228e+01,1.41180679e-06,9.66077880e-04
9.43235478e+01,9.40735478e+01,1.40957444e-06,9.65318396e-04
9.44235729e+01,9.41735729e+01,1.40742741e-06,9.63265918e-04
9.45235979e+01,9.42735979e+01,1.40535876e-06,9.66168227e-04
9.46236229e+01,9.43736229e+01,1.40336241e-06,9.64278439e-04
9.47236480e+01,9.44736480e+01,1.39855427e-06,9.64285264e-04
9.48236730e+01,9.45736730e+01,1.40943430e-06,9.60991440e-04
9.49236980e+01,9.46736980e+01,1.41085717e-06,9.53938730e-04
9.50237231e+01,9.47737231e+01,1.40905603e-06,9.50672220e-04
9.51237481e+01,9.48737481e+01,1.40730555e-06,9.48378484e-04
9.52237732e+01,9.49737732e+01,1.40560263e-06,9.44507562e-04
9.53237982e+01,9.50737982e+01,1.40394442e-06,9.45279829e-04
9.54238232e+01,9.51738232e+01,1.40232836e-06,9.46502765e-04
9.55238483e+01,9.52738483e+01,1.40075208e-06,9.49041591e-04
9.56238733e+01,9.53738733e+01,1.39921346e-06,9.46447343e-04
9.57238983e+01,9.54738983e+01,1.39809899e-06,9.44090011e-04
9.58239234e+01,9.55739234e+01,1.44359256e-06,9.48666822e-04
9.59239484e+01,9.56739484e+01,1.39270693e-06,9.47713910e-04
9.60239735e+01,9.57739735e+01,1.36110550e-06,9.41651796e-04
9.61239985e+01,9.58739985e+01,1.31932199e-06,9.36600832e-04
9.62240235e+01,9.59740235e+01,1.31775196e-06,9.38185413e-04
9.63240486e+01,9.60740486e+01,1.32347434e-06,9.37423125e-04
9.64240736e+01,9.61740736e+01,1.32785940e-06,9.32233139e-04
9.65240986e+01,9.62740986e+01,1.29755796e-06,9.27918840e-04
9.66241237e+01,9.63741237e+01,1.30258597e-06,9.26129442e-04
9.67241487e+01,9.64741487e+01,1.32381711e-06,9.25827571e-04
9.68241738e+01,9.65741738e+01,1.27771421e-06,9.27167590e-04
9.69241988e+01,9.66741988e+01,1.36007225e-06,9.26961560e-04
9.70242238e+01,9.67742238e+01,1.36912710e-06,9.24400595e-04
9.71242489e+01,9.68742489e+01,1.33902408e-06,9.25609114e-04
9.72242739e+01,9.69742739e+01,1.33753622e-06,9.21722732e-04
9.73242989e+01,9.70742989e+01,1.33607002e-06,9.19555258e-04
9.74243240e+01,9.71743240e+01,1.33462481e-06,9.18925920e-04
9.75243490e+01,9.72743490e+01,1.32842450e-06,9.14375966e-04
9.76243741e+01,9.73743741e+01,1.31658787e-06,9.14192594e-04
9.77243991e+01,9.74743991e+01,1.23648263e-06,9.15342242e-04
9.78244241e+01,9.75744241e+01,1.22578357e-06,9.13074046e-04
9.79244492e+01,9.76744492e+01,1.22488665e-06,9.10517566e-04
9.80244742e+01,9.77744742e+01,1.22399831e-06,9.06537646e-04
9.81244992e+01,9.78744992e+01,1.22311842e-06,9.04803543e-04
9.82245243e+01,9.79745243e+01,1.22224684e-06,9.02208272e-04
9.83245493e+01,9.80745493e+01,1.22138343e-06,9.00367151e-04
9.84245744e+01,9.81745744e+01,1.22052805e-06,8.96506194e-04
9.85245994e+01,9.82745994e+01,1.21968058e-06,8.96249492e-04
9.86246244e+01,9.83746244e+01,1.21884089e-06,8.95129785e-04
9.87246495e+01,9.84746495e+01,1.22579057e-06,8.95757881e-04
9.88246745e+01,9.85746745e+01,1.23710985e-06,8.91346847e-04
9.89246995e+01,9.86746995e+01,1.23643730e-06,8.89197829e-04
9.90247246e+01,9.87747246e+01,1.23560544e-06,8.95921329e-04
9.91247496e+01,9.88747496e+01,1.23478087e-06,8.91151163e-04
9.92247747e+01,9.89747747e+01,1.23396348e-06,8.84191840e-04
9.93247997e+01,9.90747997e+01,1.23315316e-06,8.82473067e-04
9.94248247e+01,9.91748247e+01,1.23234980e-06,8.80168893e-04
9.95248498e+01,9.92748498e+01,1.20813621e-06,8.78616675e-04
9.96248748e+01,9.93748748e+01,1.06238365e-06,8.77648829e-04
9.97248998e+01,9.94748998e+01,1.05874574e-06,8.75743706e-04
9.98249249e+01,9.95749249e+01,1.05826767e-06,8.71406929e-04
9.99249499e+01,9.96749499e+01,1.05771706e-06,8.67717122e-04
1.00024975e+02,9.97749750e+01,1.05706819e-06,8.69345871e-04
1.00125000e+02,9.98750000e+01,1.05660005e-06,8.73174314e-04
1.00225025e+02,9.99750250e+01,1.05613514e-06,8.71675242e-04
1.00325050e+02,1.00075050e+02,1.03038412e-06,8.65403781e-04
1.00425075e+02,1.00175075e+02,9.57997377e-07,8.63786991e-04
1.00525100e+02,1.00275100e+02,9.54892534e-07,8.60547146e-04
1.00625125e+02,1.00375125e+02,9.54478400e-07,8.60760645e-04
1.00725150e+02,1.00475150e+02,9.54067128e-07,8.57135514e-04
1.00825175e+02,1.00575175e+02,9.53658684e-07,8.57693019e-04
1.00925200e+02,1.00675200e+02,8.71683865e-07,8.55192264e-04
1.01025225e+02,1.00775225e+02,7.66459310e-07,8.52135990e-04
1.01125250e+02,1.00875250e+02,7.66298030e-07,8.51567962e-04
1.01225275e+02,1.00975275e+02,7.66137450e-07,8.52235170e-04
1.01325300e+02,1.01075300e+02,7.65977567e-07,8.49539244e-04
1.01425325e+02,1.01175325e+02,7.65818375e-07,8.43032706e-04
1.01525351e+02,1.01275351e+02,7.65659871e-07,8.42518231e-04
1.01625376e+02,1.01375376e+02,7.65502050e-07,8.40429249e-04
1.01725401e+02,1.01475401e+02,7.65344907e-07,8.40579065e-04
1.01825426e+02,1.01575426e+02,7.65188438e-07,8.43305654e-04
1.01925451e+02,1.01675451e+02,7.21127282e-07,8.41772097e-04
1.02025476e+02,1.01775476e+02,7.01127109e-07,8.35692507e-04
1.02125501e+02,1.01875501e+02,7.05656724e-07,8.31795854e-04
1.02225526e+02,1.01975526e+02,7.05514314e-07,8.30534298e-04
1.02325551e+02,1.02075551e+02,6.98928384e-07,8.31423654e-04
1.02425576e+02,1.02175576e+02,6.88494776e-07,8.27353757e-04
1.02525601e+02,1.02275601e+02,6.60632940e-07,8.24217699e-04
1.02625626e+02,1.02375626e+02,6.59580797e-07,8.23476365e-04
1.02725651e+02,1.02475651e+02,6.59447712e-07,8.25716407e-04
1.02825676e+02,1.02575676e+02,6.59315192e-07,8.22891526e-04
1.02925701e+02,1.02675701e+02,6.59172504e-07,8.21128456e-04
1.03025726e+02,1.02775726e+02,6.58458316e-07,8.21501461e-04
1.03125751e+02,1.02875751e+02,6.58327883e-07,8.18817249e-04
1.03225776e+02,1.02975776e+02,6.58197999e-07,8.16858504e-04
1.03325801e+02,1.03075801e+02,6.58068663e-07,8.13437544e-04
1.03425826e+02,1.03175826e+02,6.57939871e-07,8.12976105e-04
1.03525851e+02,1.03275851e+02,6.57811619e-07,8.14329063e-04
1.03625876e+02,1.03375876e+02,6.57425558e-07,8.11032508e-04
1.03725901e+02,1.03475901e+02,6.51469782e-07,8.10039465e-04
1.03825926e+02,1.03575926e+02,6.70003048e-07,8.08082850e-04
1.03925951e+02,1.03675951e+02,7.05734794e-07,8.06440984e-04
1.04025976e+02,1.03775976e+02,7.05428492e-07,8.03730869e-04
1.04126002e+02,1.03876002e+02,7.05124444e-07,8.04274710e-04
1.04226027e+02,1.03976027e+02,7.04822620e-07,8.03072381e-04
1.04326052e+02,1.04076052e+02,6.74744669e-07,8.03076025e-04
1.04426077e+02,1.04176077e+02,6.19190238e-07,8.00287027e-04
1.04526102e+02,1.04276102e+02,5.31137992e-07,8.00225127e-04
1.04626127e+02,1.04376127e+02,5.31046057e-07,7.93688944e-04
1.04726152e+02,1.04476152e+02,5.30954510e-07,7.92273602e-04
1.04826177e+02,1.04576177e+02,5.30863346e-07,7.92750778e-04
1.04926202e+02,1.04676202e+02,5.30772564e-07,7.87420113e-04
1.05026227e+02,1.04776227e+02,5.30682162e-07,7.90600335e-04
1.05126252e+02,1.04876252e+02,5.30592136e-07,7.85603742e-04
1.05226277e+02,1.04976277e+02,5.30502485e-07,7.85328637e-04
1.05326302e+02,1.05076302e+02,5.30413207e-07,7.84948041e-04
1.05426327e+02,1.05176327e+02,5.30324298e-07,7.84983843e-04
1.05526352e+02,1.05276352e+02,5.28839874e-07,7.77822471e-04
1.05626377e+02,1.05376377e+02,5.28441356e-07,7.81924736e-04
1.05726402e+02,1.05476402e+02,4.80590409e-07,7.76644868e-04
1.05826427e+02,1.05576427e+02,4.66759610e-07,7.75499926e-04
1.05926452e+02,1.05676452e+02,4.66682327e-07,7.78702612e-04
1.06026477e+02,1.05776477e+02,4.66605368e-07,7.77689086e-04
1.06126502e+02,1.05876502e+02,4.66528733e-07,7.72479207e-04
1.06226527e+02,1.05976527e+02,4.66452418e-07,7.72001203e-04
1.06326552e+02,1.06076552e+02,4.66376422e-07,7.71010955e-04
1.06426577e+02,1.06176577e+02,6.89267506e-07,7.65111483e-04
1.06526602e+02,1.06276602e+02,1.22520161e-06,7.69811170e-04
1.06626627e+02,1.06376627e+02,5.72302736e-07,7.66998943e-04
1.06726652e+02,1.06476652e+02,4.27327064e-07,7.64316368e-04
1.06826678e+02,1.06576678e+02,4.27195008e-07,7.63341327e-04
1.06926703e+02,1.06676703e+02,4.27063970e-07,7.60802320e-04
1.07026728e+02,1.06776728e+02,3.90731835e-07,7.60932788e-04
1.07126753e+02,1.06876753e+02,3.46372194e-07,7.58396950e-04
1.07226778e+02,1.06976778e+02,3.46249757e-07,7.55127773e-04
1.07326803e+02,1.07076803e+02,2.98393518e-07,7.55650752e-04
1.07426828e+02,1.07176828e+02,2.68242616e-07,7.57535465e-04
1.07526853e+02,1.07276853e+02,2.68170433e-07,7.52851844e-04
1.07626878e+02,1.07376878e+02,2.68098934e-07,7.52060309e-04
1.07726903e+02,1.07476903e+02,2.68028108e-07,7.48422607e-04
1.07826928e+02,1.07576928e+02,2.67957945e-07,7.48846183e-04
1.07926953e+02,1.07676953e+02,2.67888433e-07,7.48389816e-04
1.08026978e+02,1.07776978e+02,2.67819562e-07,7.44808743e-04
1.08127003e+02,1.07877003e+02,2.67751322e-07,7.44909481e-04
1.08227028e+02,1.07977028e+02,2.67683702e-07,7.44194336e-04
1.08327053e+02,1.08077053e+02,2.65740761e-07,7.44322553e-04
1.08427078e+02,1.08177078e+02,2.65455353e-07,7.40068649e-04
1.08527103e+02,1.08277103e+02,2.65393283e-07,7.37176818e-04
1.08627128e+02,1.08377128e+02,2.65331784e-07,7.36749801e-04
1.08727153e+02,1.08477153e+02,2.49617556e-07,7.34076127e-04
1.08827178e+02,1.08577178e+02,2.44557361e-07,7.32377365e-04
1.08927203e+02,1.08677203e+02,2.44548254e-07,7.31691192e-04
1.09027228e+02,1.08777228e+02,2.44539175e-07,7.31240699e-04
1.09127253e+02,1.08877253e+02,2.44530123e-07,7.27215391e-04
1.09227278e+02,1.08977278e+02,2.44521098e-07,7.24433676e-04
1.09327303e+02,1.09077303e+02,2.44512100e-07,7.23827008e-04
1.09427328e+02,1.09177328e+02,2.44503130e-07,7.22474676e-04
1.09527354e+02,1.09277354e+02,2.44494186e-07,7.20145336e-04
1.09627379e+02,1.09377379e+02,2.44485269e-07,7.18705846e-04
1.09727404e+02,1.09477404e+02,2.44476379e-07,7.19896529e-04
1.09827429e+02,1.09577429e+02,2.44467515e-07,7.14803437e-04
1.09927454e+02,1.09677454e+02,2.44458678e-07,7.14273816e-04
1.10027479e+02,1.09777479e+02,2.44449867e-07,7.13423760e-04
1.10127504e+02,1.09877504e+02,2.44441082e-07,7.08725966e-04
1.10227529e+02,1.09977529e+02,2.44432324e-07,7.04288551e-04
1.10327554e+02,1.10077554e+02,2.44423591e-07,7.07394550e-04
1.10427579e+02,1.10177579e+02,2.44414885e-07,7.08013533e-04
1.10527604e+02,1.10277604e+02,2.44406204e-07,7.07439477e-04
1.10627629e+02,1.10377629e+02,2.44397549e-07,7.09094718e-04
1.10727654e+02,1.10477654e+02,2.44388920e-07,7.03837364e-04
1.10827679e+02,1.10577679e+02,2.44380316e-07,7.01656101e-04
1.10927704e+02,1.10677704e+02,2.44371737e-07,6.99082029e-04
1.11027729e+02,1.10777729e+02,2.44363184e-07,6.98904855e-04
1.11127754e+02,1.10877754e+02,2.44354656e-07,6.97200508e-04
1.11227779e+02,1.10977779e+02,2.44346153e-07,6.96011588e-04
1.11327804e+02,1.11077804e+02,2.44337676e-07,6.93551582e-04
1.11427829e+02,1.11177829e+02,2.44329223e-07,6.91652382e-04
1.11527854e+02,1.11277854e+02,2.44320795e-07,6.86306391e-04
1.11627879e+02,1.11377879e+02,2.44312391e-07,6.87702970e-04
1.11727904e+02,1.11477904e+02,2.02896851e-07,6.83154188e-04
1.11827929e+02,1.11577929e+02,1.86931942e-07,6.78403776e-04
1.11927954e+02,1.11677954e+02,1.86924151e-07,6.76460472e-04
1.12027979e+02,1.11777979e+02,1.87377483e-07,6.74506285e-04
1.12128005e+02,1.11878005e+02,1.88713573e-07,6.74943457e-04
1.12228030e+02,1.11978030e+02,1.88704821e-07,6.76683490e-04
1.12328055e+02,1.12078055e+02,1.88696094e-07,6.71386928e-04
1.12428080e+02,1.12178080e+02,1.88687393e-07,6.71259842e-04
1.12528105e+02,1.12278105e+02,1.88678718e-07,6.69710756e-04
1.12628130e+02,1.12378130e+02,1.89031702e-07,6.68748382e-04
1.12728155e+02,1.12478155e+02,1.89032032e-07,6.65995320e-04
1.12828180e+02,1.12578180e+02,1.89023426e-07,6.70152146e-04
1.12928205e+02,1.12678205e+02,1.89014845e-07,6.65687028e-04
1.13028230e+02,1.12778230e+02,1.89006288e-07,6.65950350e-04
1.13128255e+02,1.12878255e+02,1.88997757e-07,6.67193202e-04
1.13228280e+02,1.12978280e+02,1.88989250e-07,6.64677406e-04
1.13328305e+02,1.13078305e+02,1.88980768e-07,6.63108464e-04
1.13428330e+02,1.13178330e+02,1.88972310e-07,6.59083092e-04
1.13528355e+02,1.13278355e+02,1.88963876e-07,6.56766728e-04
1.13628380e+02,1.13378380e+02,1.88955467e-07,6.55185856e-04
1.13728405e+02,1.13478405e+02,1.88947082e-07,6.52997260e-04
1.13828430e+02,1.13578430e+02,1.88938721e-07,6.47009648e-04
1.13928455e+02,1.13678455e+02,1.88930383e-07,6.54198465e-04
1.14028480e+02,1.13778480e+02,1.88922070e-07,6.52460368e-04
1.14128505e+02,1.13878505e+02,1.88913781e-07,6.48092901e-04
1.14228530e+02,1.13978530e+02,1.88905515e-07,6.43958970e-04
1.14328555e+02,1.14078555e+02,1.88897273e-07,6.43210123e-04
1.14428580e+02,1.14178580e+02,1.88889054e-07,6.46130323e-04
1.14528605e+02,1.14278605e+02,1.88880859e-07,6.45848363e-04
1.14628630e+02,1.14378630e+02,1.88872687e-07,6.40328044e-04
1.14728655e+02,1.14478655e+02,1.88864538e-07,6.38129220e-04
1.14828681e+02,1.14578681e+02,1.88856413e-07,6.38375362e-04
1.14928706e+02,1.14678706e+02,1.88848310e-07,6.34674302e-04
1.15028731e+02,1.14778731e+02,1.88840230e-07,6.38087088e-04
1.15128756e+02,1.14878756e+02,1.88832174e-07,6.33166979e-04
1.15228781e+02,1.14978781e+02,1.88824140e-07,6.31296809e-04
1.15328806e+02,1.15078806e+02,1.88816129e-07,6.26900999e-04
1.15428831e+02,1.15178831e+02,1.88808140e-07,6.24597788e-04
1.15528856e+02,1.15278856e+02,1.88800174e-07,6.19944073e-04
1.15628881e+02,1.15378881e+02,1.88792230e-07,6.22493362e-04
1.15728906e+02,1.15478906e+02,1.88784309e-07,6.19818348e-04
1.15828931e+02,1.15578931e+02,1.88776410e-07,6.20352447e-04
1.15928956e+02,1.15678956e+02,1.88768533e-07,6.16972656e-04
1.16028981e+02,1.15778981e+02,1.88760679e-07,6.16020483e-04
1.16129006e+02,1.15879006e+02,1.88752846e-07,6.11990046e-04
1.16229031e+02,1.15979031e+02,1.88745035e-07,6.12538794e-04
1.16329056e+02,1.16079056e+02,1.88737246e-07,6.11805981e-04
