r_cm,depth_cm,pb_n2n,nXt
1.94048510e+02,1.93798510e+02,0.00000000e+00,3.11233480e-05
1.94148535e+02,1.93898535e+02,0.00000000e+00,3.15002803e-05
1.94248560e+02,1.93998560e+02,0.00000000e+00,3.12293066e-05
1.94348585e+02,1.94098585e+02,0.00000000e+00,3.07735994e-05
1.94448610e+02,1.94198610e+02,0.00000000e+00,3.07684437e-05
1.94548635e+02,1.94298635e+02,0.00000000e+00,3.02563423e-05
1.94648660e+02,1.94398660e+02,0.00000000e+00,2.94490715e-05
1.94748686e+02,1.94498686e+02,0.00000000e+00,2.97230243e-05
1.94848711e+02,1.94598711e+02,0.00000000e+00,2.98149375e-05
1.94948736e+02,1.94698736e+02,0.00000000e+00,2.97762915e-05
1.95048761e+02,1.94798761e+02,0.00000000e+00,2.92037273e-05
1.95148786e+02,1.94898786e+02,0.00000000e+00,2.93487929e-05
1.95248811e+02,1.94998811e+02,0.00000000e+00,2.86125317e-05
1.95348836e+02,1.95098836e+02,0.00000000e+00,2.73146052e-05
1.95448861e+02,1.95198861e+02,0.00000000e+00,2.68892160e-05
1.95548886e+02,1.95298886e+02,0.00000000e+00,2.69893143e-05
1.95648911e+02,1.95398911e+02,0.00000000e+00,2.56255713e-05
1.95748936e+02,1.95498936e+02,0.00000000e+00,2.53503658e-05
1.95848961e+02,1.95598961e+02,0.00000000e+00,2.50647570e-05
1.95948986e+02,1.95698986e+02,0.00000000e+00,2.40622886e-05
1.96049011e+02,1.95799011e+02,0.00000000e+00,2.39031884e-05
1.96149036e+02,1.95899036e+02,0.00000000e+00,2.37778410e-05
1.96249061e+02,1.95999061e+02,0.00000000e+00,2.33541559e-05
1.96349086e+02,1.96099086e+02,0.00000000e+00,2.30744595e-05
1.96449111e+02,1.96199111e+02,0.00000000e+00,2.28393409e-05
1.96549136e+02,1.96299136e+02,0.00000000e+00,2.19485238e-05
1.96649161e+02,1.96399161e+02,0.00000000e+00,2.17853522e-05
1.96749186e+02,1.96499186e+02,0.00000000e+00,2.23274993e-05
1.96849211e+02,1.96599211e+02,0.00000000e+00,2.16200365e-05
1.96949236e+02,1.96699236e+02,0.00000000e+00,2.13795322e-05
1.97049261e+02,1.96799261e+02,0.00000000e+00,2.07349740e-05
1.97149286e+02,1.96899286e+02,0.00000000e+00,2.05590924e-05
1.97249311e+02,1.96999311e+02,0.00000000e+00,2.00687116e-05
1.97349337e+02,1.97099337e+02,0.00000000e+00,1.93651479e-05
1.97449362e+02,1.97199362e+02,0.00000000e+00,1.91451289e-05
1.97549387e+02,1.97299387e+02,0.00000000e+00,1.88982009e-05
1.97649412e+02,1.97399412e+02,0.00000000e+00,1.80720101e-05
1.97749437e+02,1.97499437e+02,0.00000000e+00,1.76770153e-05
1.97849462e+02,1.97599462e+02,0.00000000e+00,1.71897575e-05
1.97949487e+02,1.97699487e+02,0.00000000e+00,1.69321474e-05
1.98049512e+02,1.97799512e+02,0.00000000e+00,1.59594704e-05
1.98149537e+02,1.97899537e+02,0.00000000e+00,1.60956890e-05
1.98249562e+02,1.97999562e+02,0.00000000e+00,1.60465141e-05
1.98349587e+02,1.98099587e+02,0.00000000e+00,1.58156724e-05
1.98449612e+02,1.98199612e+02,0.00000000e+00,1.51288208e-05
1.98549637e+02,1.98299637e+02,0.00000000e+00,1.42697246e-05
1.98649662e+02,1.98399662e+02,0.00000000e+00,1.32874507e-05
1.98749687e+02,1.98499687e+02,0.00000000e+00,1.37306557e-05
1.98849712e+02,1.98599712e+02,0.00000000e+00,1.32446093e-05
1.98949737e+02,1.98699737e+02,0.00000000e+00,1.22782971e-05
1.99049762e+02,1.98799762e+02,0.00000000e+00,1.16764992e-05
1.99149787e+02,1.98899787e+02,0.00000000e+00,1.12838924e-05
1.99249812e+02,1.98999812e+02,0.00000000e+00,1.08057527e-05
1.99349837e+02,1.99099837e+02,0.00000000e+00,1.05378019e-05
1.99449862e+02,1.99199862e+02,0.00000000e+00,1.03277850e-05
1.99549887e+02,1.99299887e+02,0.00000000e+00,9.53877014e-06
1.99649912e+02,1.99399912e+02,0.00000000e+00,9.21163425e-06
1.99749937e+02,1.99499937e+02,0.00000000e+00,8.66370301e-06
1.99849962e+02,1.99599962e+02,0.00000000e+00,8.38789201e-06
1.99949987e+02,1.99699987e+02,0.00000000e+00,7.46666309e-06
